"Permitir_Inmigrantes_Etnicos","Permitir_Inmigrantes_Pobres","Impacto_Economico_Inmigracion","Impacto_Cultural_Inmigracion","Impacto_Calidad_Vida_Inmigracion","Edad_Encuestado","Anios_Educacion_Completados","Satisfaccion_Ingresos_Hogar","Pais","Genero","Tipo_Domicilio","Rango_Edad","Region_Geografica","Nivel_Educacion_Agrupado"
2,2,8,8,3,27,18,2,"Ireland","Male","Farm or home in countryside","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,3,5,54,13,2,"Ireland","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,2,2,5,54,14,1,"Ireland","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,7,8,7,44,19,1,"Ireland","Female","Farm or home in countryside","Adultos Jóvenes (30-44)","Europa del Norte","Educación Universitaria y Posgrado"
1,1,8,8,8,35,18,3,"Ireland","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,1,1,1,42,14,3,"Ireland","Female","Farm or home in countryside","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,2,7,7,7,64,18,1,"Ireland","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
4,4,2,2,2,54,10,2,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Primaria"
1,1,10,10,10,32,16,2,"Ireland","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,4,5,49,16,3,"Ireland","Female","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,6,7,60,13,1,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,6,7,7,87,10,3,"Ireland","Female","Country village","Ancianos (75-90)","Europa del Norte","Educación Primaria"
2,2,8,4,8,76,8,1,"Ireland","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Primaria"
2,2,5,4,6,79,10,4,"Ireland","Female","Farm or home in countryside","Ancianos (75-90)","Europa del Norte","Educación Primaria"
1,1,6,5,6,36,16,1,"Ireland","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,1,5,8,6,53,16,1,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,3,3,5,3,22,13,2,"Ireland","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
4,4,5,6,5,75,8,1,"Ireland","Male","Country village","Ancianos (75-90)","Europa del Norte","Educación Primaria"
3,3,2,4,2,63,14,1,"Ireland","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,2,4,3,43,13,4,"Ireland","Male","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,4,4,3,49,14,3,"Ireland","Female","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,7,7,5,50,15,1,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,5,6,5,43,18,1,"Ireland","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,4,6,89,15,1,"Ireland","Female","Farm or home in countryside","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,8,8,26,13,2,"Ireland","Female","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
1,1,10,8,9,68,26,1,"Ireland","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,7,8,8,54,20,1,"Ireland","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
1,1,8,8,5,52,15,1,"Ireland","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,8,4,38,17,1,"Ireland","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,4,9,8,45,15,3,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,4,4,6,6,72,10,2,"Ireland","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,6,6,7,38,15,2,"Ireland","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,8,7,78,16,1,"Ireland","Male","Farm or home in countryside","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
1,1,10,10,10,51,17,1,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,4,4,43,21,2,"Ireland","Male","Farm or home in countryside","Adultos Jóvenes (30-44)","Europa del Norte","Educación Universitaria y Posgrado"
2,3,10,10,10,38,15,2,"Ireland","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,9,8,73,16,1,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,3,8,8,5,79,20,2,"Ireland","Male","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Norte","Educación Universitaria y Posgrado"
3,3,6,4,5,72,14,2,"Ireland","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,5,6,7,61,8,3,"Ireland","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
2,2,6,6,6,61,19,1,"Ireland","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Universitaria y Posgrado"
1,1,9,8,7,62,20,1,"Ireland","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Universitaria y Posgrado"
3,3,2,5,5,73,16,2,"Ireland","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
1,1,8,10,10,45,16,2,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,2,4,6,35,13,2,"Ireland","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,6,5,7,66,14,1,"Ireland","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,5,5,5,53,13,1,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,5,5,5,55,22,1,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
2,3,2,5,3,20,15,3,"Ireland","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,8,5,64,17,4,"Ireland","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,8,8,52,15,2,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,6,7,8,38,13,1,"Ireland","Male","Farm or home in countryside","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,8,8,8,71,16,2,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,7,6,75,15,3,"Ireland","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
1,2,6,7,5,67,18,2,"Ireland","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,5,5,64,18,1,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,9,9,8,43,18,1,"Ireland","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,1,10,0,5,69,8,2,"Ireland","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
1,1,8,8,8,53,13,2,"Ireland","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,6,6,6,52,14,3,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
4,4,0,0,0,72,15,2,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,6,5,71,8,2,"Ireland","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,5,5,6,55,16,2,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,8,9,8,47,18,3,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,4,2,0,0,31,14,2,"Ireland","Male","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
1,1,7,7,7,73,15,3,"Ireland","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,2,7,6,7,76,17,1,"Ireland","Female","Farm or home in countryside","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,9,7,90,10,1,"Ireland","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Norte","Educación Primaria"
2,4,8,7,8,26,16,2,"Ireland","Male","Farm or home in countryside","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,5,5,72,8,2,"Ireland","Male","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
2,2,7,8,9,47,17,1,"Ireland","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,6,7,61,14,2,"Ireland","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,8,8,7,57,13,4,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,6,6,7,55,16,2,"Ireland","Female","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,1,7,7,5,75,10,2,"Ireland","Female","Farm or home in countryside","Ancianos (75-90)","Europa del Norte","Educación Primaria"
3,2,7,7,7,57,19,1,"Ireland","Male","Farm or home in countryside","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,8,9,7,75,18,1,"Ireland","Male","A big city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,3,0,4,0,83,9,2,"Ireland","Male","Country village","Ancianos (75-90)","Europa del Norte","Educación Primaria"
2,2,7,7,7,60,16,1,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
1,1,10,10,10,74,16,1,"Ireland","Female","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
1,1,8,8,8,77,16,1,"Ireland","Male","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,8,7,63,14,2,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,6,7,5,25,13,2,"Ireland","Female","Country village","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,3,6,10,5,23,13,3,"Ireland","Male","Farm or home in countryside","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,2,5,7,5,30,17,2,"Ireland","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,3,3,3,62,17,2,"Ireland","Female","Farm or home in countryside","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,5,5,51,18,2,"Ireland","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,4,6,6,80,17,4,"Ireland","Female","Suburbs or outskirts of big city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
3,3,8,7,8,44,18,2,"Ireland","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,5,5,5,74,12,3,"Ireland","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,4,3,2,1,80,14,1,"Lithuania","Female","A big city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
4,4,1,2,2,25,12,4,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
3,2,9,8,9,63,13,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,2,6,7,7,46,20,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,8,6,7,75,15,2,"Lithuania","Male","Country village","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,1,7,5,7,74,8,3,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
2,2,4,3,2,28,16,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,10,10,67,14,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,5,3,5,31,16,1,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,2,3,4,4,56,13,3,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,6,7,6,51,18,1,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,4,4,2,4,48,16,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,3,9,10,22,12,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
4,2,1,2,4,31,10,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Primaria"
4,4,3,5,4,79,14,2,"Lithuania","Male","A big city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
2,2,5,5,8,62,15,2,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,9,8,18,11,2,"Lithuania","Female","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
1,2,10,6,7,63,12,3,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,5,5,2,38,10,3,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Primaria"
2,3,5,5,4,70,11,3,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,5,2,5,36,16,1,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,4,2,5,5,28,17,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,5,5,59,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,7,4,10,16,10,1,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
4,4,2,3,2,73,8,3,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,2,2,5,39,14,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,3,4,1,5,29,17,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
4,4,3,10,0,66,12,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,6,5,6,34,16,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,4,4,4,28,15,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,10,10,10,57,11,1,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Primaria"
2,3,7,6,5,72,15,2,"Lithuania","Male","Suburbs or outskirts of big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,3,0,4,60,14,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,3,3,3,3,72,13,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,6,5,5,25,17,2,"Lithuania","Male","Suburbs or outskirts of big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,9,6,5,30,15,1,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,0,0,0,35,16,1,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,1,6,3,7,65,11,3,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
1,2,10,3,4,39,16,2,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,5,5,61,15,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,3,2,3,3,27,12,1,"Lithuania","Female","Country village","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,1,5,9,7,53,14,3,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,1,9,9,5,25,15,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,1,10,10,7,35,18,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,2,7,0,5,51,12,1,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,9,8,8,36,16,1,"Lithuania","Female","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,1,8,7,8,24,16,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
4,4,0,0,0,36,15,2,"Lithuania","Male","Suburbs or outskirts of big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,1,6,8,6,30,12,1,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,7,5,5,26,11,1,"Lithuania","Male","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
1,2,8,8,5,42,16,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,0,0,2,45,11,3,"Lithuania","Female","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Norte","Educación Primaria"
3,2,7,2,4,62,13,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,2,7,5,6,18,11,1,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
2,2,8,8,8,65,15,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,3,7,6,5,29,16,2,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,4,4,46,14,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,6,7,5,59,11,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Primaria"
3,3,2,5,4,32,15,2,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,6,5,18,12,2,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,2,7,0,4,56,18,1,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,3,8,7,6,80,13,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
1,1,4,4,4,49,12,4,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,8,8,10,33,14,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,2,5,10,10,65,18,2,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,3,2,2,3,42,12,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,6,6,5,67,16,2,"Lithuania","Female","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,7,6,63,11,3,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
4,3,2,3,2,44,16,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,3,9,5,54,17,3,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
1,1,2,2,2,50,15,3,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,3,10,3,2,35,16,1,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,5,7,63,11,2,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,4,4,3,3,62,13,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
1,1,9,10,9,32,17,4,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,6,1,1,61,12,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
2,2,6,4,3,53,16,3,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,7,4,5,29,12,2,"Lithuania","Female","Country village","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
4,4,2,6,0,84,16,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,2,8,7,8,23,16,1,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Técnica o Profesional"
1,1,8,8,9,40,17,2,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
4,4,3,4,0,49,16,1,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
3,3,5,3,5,42,12,2,"Lithuania","Male","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,5,3,5,53,11,2,"Lithuania","Male","Suburbs or outskirts of big city","Adultos (45-59)","Europa del Norte","Educación Primaria"
2,2,6,3,5,65,11,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,3,4,3,4,59,14,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,3,1,5,6,34,14,1,"Lithuania","Female","Town or small city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,2,4,3,3,68,13,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,6,5,4,35,18,3,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,3,10,4,10,76,13,3,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
1,1,5,5,5,56,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,7,7,7,55,14,1,"Lithuania","Female","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,4,4,2,50,12,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
1,1,10,10,10,52,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,4,5,5,5,59,12,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,10,8,8,27,21,1,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Universitaria y Posgrado"
3,2,0,4,4,22,14,3,"Lithuania","Female","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
2,1,7,7,6,53,11,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Primaria"
1,1,8,8,8,62,19,1,"Lithuania","Male","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,5,7,7,70,23,3,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Universitaria y Posgrado"
2,2,4,4,5,36,17,1,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
2,4,2,1,1,61,11,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Primaria"
3,4,0,0,0,47,12,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,2,7,6,6,63,12,2,"Lithuania","Female","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
3,2,3,6,8,68,16,2,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
3,4,9,1,1,59,12,1,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
4,3,5,7,8,55,12,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,4,0,5,5,53,14,2,"Lithuania","Female","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
2,3,6,6,5,48,13,2,"Lithuania","Male","A big city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,0,0,0,23,10,4,"Lithuania","Male","Town or small city","Jóvenes (15-29)","Europa del Norte","Educación Primaria"
2,2,7,7,7,56,16,2,"Lithuania","Female","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,6,7,5,78,16,2,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Técnica o Profesional"
2,2,0,0,5,31,14,2,"Lithuania","Female","Country village","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
2,2,5,4,2,65,12,2,"Lithuania","Male","Country village","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
4,3,7,8,8,77,14,4,"Lithuania","Female","Town or small city","Ancianos (75-90)","Europa del Norte","Educación Secundaria"
3,4,4,5,5,54,12,2,"Lithuania","Male","Town or small city","Adultos (45-59)","Europa del Norte","Educación Secundaria"
3,3,6,7,6,47,18,2,"Lithuania","Male","Country village","Adultos (45-59)","Europa del Norte","Educación Técnica o Profesional"
2,2,5,5,5,35,17,1,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
1,2,8,4,7,19,12,1,"Lithuania","Male","A big city","Jóvenes (15-29)","Europa del Norte","Educación Secundaria"
3,3,5,1,3,30,16,1,"Lithuania","Male","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Técnica o Profesional"
3,3,3,2,2,33,14,3,"Lithuania","Female","A big city","Adultos Jóvenes (30-44)","Europa del Norte","Educación Secundaria"
3,3,3,3,3,70,15,2,"Lithuania","Male","A big city","Adultos Mayores (60-74)","Europa del Norte","Educación Técnica o Profesional"
2,2,6,7,7,65,14,2,"Lithuania","Female","Town or small city","Adultos Mayores (60-74)","Europa del Norte","Educación Secundaria"
